,MNN_ID,MNN_NAME,MNN_CODE
1326,602,Магния оротат,magniya_orotat
1327,986,"Анисовое масло, Лаванда масло, Ментол, Шалфей, Тимьяна масло",anisovoe_maslo_lavanda_maslo_mentol_shalfey_timyana_maslo
1342,108,"Аммиак, Аниса обыкновенного семян масло, Солодки корней экстр.",ammiak_anisa_obyknovennogo_semyan_maslo_solodki_korney_ekstr
1345,1472,Левзеи экстракт,levzei_ekstrakt
1347,423,"Бензокаин, Прокаин, Левоментол",benzokain_prokain_levomentol
1348,54,Мяты перечной листья,myaty_perechnoy_listya
1349,985,"Аммиак, Аниса обыкновенного семян масло",ammiak_anisa_obyknovennogo_semyan_maslo
1352,873,Водорода пероксид,vodoroda_peroksid
1355,1941,Хвоща полевого трава,khvoshcha_polevogo_trava
1356,207,Тимьяна ползучего трава,timyana_polzuchego_trava
1360,399,Сульфаниламид,sulfanilamid
1373,1848,"Термопсиса экстр., Аммония хлорид, Аниса масло, Натрия бензоат, Натрия гидрокарбонат, Солодки корни",termopsisa_ekstr_ammoniya_khlorid_anisa_maslo_natriya_benzoat_natriya_gidrokarbonat_solodki_korni
1378,1370,"Тимьяна ползучего травы экстракт, Калия бромид",timyana_polzuchego_travy_ekstrakt_kaliya_bromid
1379,140,Перца водяного трава,pertsa_vodyanogo_trava
1380,2183,Перца стручкового плодов настойка,pertsa_struchkovogo_plodov_nastoyka
1381,76,"Пиона уклоняющегося трава,корневища и корни",piona_uklonyayushchegosya_trava_kornevishcha_i_korni
1392,876,Шиповника семян масло,shipovnika_semyan_maslo
1397,653,Желатин,zhelatin
1400,1201,Глютаминовая кислота,glyutaminovaya_kislota
1401,514,Эхинацеи узколистной настойка,ekhinatsei_uzkolistnoy_nastoyka
1409,1973,Цимицифуги кистевидной корневищ экстракт,tsimitsifugi_kistevidnoy_kornevishch_ekstrakt
1411,2454,Безвременника осеннего семян экстракт,bezvremennika_osennego_semyan_ekstrakt
1414,1707,Полигексанид,poligeksanid
1417,430,Гиалуронидаза,gialuronidaza
1428,1914,Феноксиметилпенициллин,fenoksimetilpenitsillin
1429,316,Верапамил,verapamil
1432,173,Амлодипин,amlodipin
1434,1359,Ифосфамид,ifosfamid
1442,822,Этамбутол,etambutol
1444,992,Аралии Маньчжурской корни,aralii_manchzhurskoy_korni
1445,525,"Гвоздики масло, Камфора, Коричника масло, Мяты масло, Перца н-ка, Тимол, Хлоралгидрат, Эвкалипт масло",gvozdiki_maslo_kamfora_korichnika_maslo_myaty_maslo_pertsa_n_ka_timol_khloralgidrat_evkalipt_maslo
1448,1205,Горчичный порошок,gorchichnyy_poroshok
1451,1329,"Индометацин, Троксерутин",indometatsin_trokserutin
1454,52,Расторопши пятнистой плодов экстракт,rastoropshi_pyatnistoy_plodov_ekstrakt
1457,132,Календулы лекарственной цветков настойка гомеопатическая,kalenduly_lekarstvennoy_tsvetkov_nastoyka_gomeopaticheskaya
1458,1871,"Полыни понтийской трава, Чабера трава, Бутоны гвоздичн дерев, Перца черн плоды",polyni_pontiyskoy_trava_chabera_trava_butony_gvozdichn_derev_pertsa_chern_plody
1465,1702,Подорожника ланцетовидного экстракт,podorozhnika_lantsetovidnogo_ekstrakt
1473,1719,"Провитамин А, Витамин Е",provitamin_a_vitamin_e
1474,550,Моксифлоксацин,moksifloksatsin
1479,658,Каберголин,kabergolin
1480,815,"Метопролол, Фелодипин",metoprolol_felodipin
1481,412,Налтрексон,naltrekson
1488,695,"Боярышника плодов экстр., Бузины черной цветков экстр., Валерианы лек. корневищ с корнями",boyaryshnika_plodov_ekstr_buziny_chernoy_tsvetkov_ekstr_valeriany_lek_kornevishch_s_kornyami
1489,1886,"Трипсин, Рутозид, Бромелаин",tripsin_rutozid_bromelain
1495,1633,Октенидина дигидрохлорид,oktenidina_digidrokhlorid
1496,110,Панкреатин,pankreatin
1498,1777,"Бромгексин, Гвайфенезин, Сальбутамол",bromgeksin_gvayfenezin_salbutamol
1503,135,Гликлазид,gliklazid
1512,1412,"Кларитромицин, Омепразол, Тинидазол",klaritromitsin_omeprazol_tinidazol
1513,2202,Экстракт из культуры термофильного штамма золотистого стафилококка,ekstrakt_iz_kultury_termofilnogo_shtamma_zolotistogo_stafilokokka
1514,1501,Икатибант,ikatibant
1515,529,Холина салицилат,kholina_salitsilat
1516,418,Этилметилгидроксипиридина сукцинат,etilmetilgidroksipiridina_suktsinat
1524,1,Хинаприл,khinapril
1526,167,"Глибенкламид, Метформин",glibenklamid_metformin
1530,1776,"Салметерол, Флутиказон",salmeterol_flutikazon
1535,152,Химотрипсин,khimotripsin
1542,9,Спиронолактон,spironolakton
1546,2394,"Иммуноглобулин человека нормальный [IgG, IgM, IgA], Интерферон альфа-2b",immunoglobulin_cheloveka_normalnyy_igg_igm_iga_interferon_alfa_2b
1548,64,Доксазозин,doksazozin
1549,2465,Антитела,antitela
1553,1513,Магния оксид,magniya_oksid
1556,259,"Иммуноглобулин человека нормальный IgG, IgA, IgM",immunoglobulin_cheloveka_normalnyy_igg_iga_igm
1566,1263,"Дицикловерин, Парацетамол",ditsikloverin_paratsetamol
1574,588,Алюминия фосфат,alyuminiya_fosfat
1577,1983,Цитохром С,tsitokhrom_s
1579,487,Цианамид,tsianamid
1581,13,Ницерголин,nitsergolin
1583,735,Эбастин,ebastin
1584,1642,Осельтамивир,oseltamivir
1593,1920,Фенхеля обыкновенного плоды,fenkhelya_obyknovennogo_plody
1594,732,Ноноксинол,nonoksinol
1595,86,Месалазин,mesalazin
1600,774,Менотропины,menotropiny
1601,109,Адапален,adapalen
1602,385,Бусерелин,buserelin
1603,444,Ацетилцистеин,atsetiltsistein
1605,55,Плюща обыкновенного листьев экстракт,plyushcha_obyknovennogo_listev_ekstrakt
1614,637,Метилпреднизолона ацепонат,metilprednizolona_atseponat
1631,264,Эстриол,estriol
1639,1563,"Метронидазол, Хлорхиналдон",metronidazol_khlorkhinaldon
1650,642,Нимодипин,nimodipin
1653,284,Пиобактериофаг,piobakteriofag
1657,2067,"Вакцина для профилактики кори, краснухи и паротита",vaktsina_dlya_profilaktiki_kori_krasnukhi_i_parotita
1659,1713,Полипептиды сетчатки глаз скота,polipeptidy_setchatki_glaz_skota
1665,1967,"Шалфея экстракт, Шалфея масло",shalfeya_ekstrakt_shalfeya_maslo
1666,351,Мемантин,memantin
1667,1935,Фосфокреатин,fosfokreatin
1668,391,Умифеновир,umifenovir
1671,1462,"Лактулоза, Лигнин гидролизный",laktuloza_lignin_gidroliznyy
1674,1006,"Аскорбиновая к-та, Цианокобаламин, Фолиевая к-та, Пиридоксин, Рибофлавин, Тиамин, Витамин Е, Бетакаратин",askorbinovaya_k_ta_tsianokobalamin_folievaya_k_ta_piridoksin_riboflavin_tiamin_vitamin_e_betakaratin
1675,1806,Сорбитол,sorbitol
1676,685,Бензидамин,benzidamin
1677,553,"Холина салицилат, Цеталкония хлорид",kholina_salitsilat_tsetalkoniya_khlorid
1678,1197,Глутоксим,glutoksim
1683,329,Жировые эмульсии для парентерального питания,zhirovye_emulsii_dlya_parenteralnogo_pitaniya
1693,742,Повидон-Йод,povidon_yod
1695,552,Проксиметакаин,proksimetakain
1697,608,Рилменидин,rilmenidin
1699,216,"Аминокислоты для парентерального питания, Прочие препараты Минералы",aminokisloty_dlya_parenteralnogo_pitaniya_prochie_preparaty_mineraly
1704,555,Алклометазон,alklometazon
1709,1041,"Искусственный мускус, Искусственный безоар, Жемчуг, Янтарь, Борнеол, Цинка карбонат",iskusstvennyy_muskus_iskusstvennyy_bezoar_zhemchug_yantar_borneol_tsinka_karbonat
1710,620,"Ипратропия бромид, Фенотерол",ipratropiya_bromid_fenoterol
1717,32,Триметазидин,trimetazidin
1718,518,Невирапин,nevirapin
1719,519,Мебендазол,mebendazol
1720,959,Аминодигидрофталазиндион натрия,aminodigidroftalazindion_natriya
1721,1814,Субстанция из высушенных жизнеспособных клеток лактобацилюс,substantsiya_iz_vysushennykh_zhiznesposobnykh_kletok_laktobatsilyus
1722,567,Миртол,mirtol
1724,523,Милнаципран,milnatsipran
1742,544,"Железа III гидроксид полимальтозат, Фолиевая кислота",zheleza_iii_gidroksid_polimaltozat_folievaya_kislota
1744,600,Метоклопрамид,metoklopramid
1746,341,Беклометазон,beklometazon
1747,175,Норфлоксацин,norfloksatsin
1756,1251,"Диклофенак, Парацетамол",diklofenak_paratsetamol
1757,28,Азаметония бромид,azametoniya_bromid
1758,234,Пропафенон,propafenon
1765,95,Миртазапин,mirtazapin
1766,1344,Инфликсимаб,infliksimab
1772,1844,Теразозин,terazozin
1774,1091,"Будесонид, Формотерол",budesonid_formoterol
1778,579,"Леводопа, [Карбидопа]",levodopa_karbidopa
1780,533,Спарфлоксацин,sparfloksatsin
1781,669,"Ампициллин, [Сульбактам]",ampitsillin_sulbaktam
1784,48,Левофлоксацин,levofloksatsin
1789,422,Темозоломид,temozolomid
1796,104,"Дексаметазон, Тобрамицин",deksametazon_tobramitsin
1801,1604,Натрия тетрадецилсульфат,natriya_tetradetsilsulfat
1809,480,Фузидовая кислота,fuzidovaya_kislota
1811,5,"Гидрокортизон, Фузидовая кислота",gidrokortizon_fuzidovaya_kislota
1812,2103,"Бетаметазон ,  Фузидовая кислота",betametazon_fuzidovaya_kislota
1815,390,Шиповника плодов экстракт,shipovnika_plodov_ekstrakt
1817,311,Гонадотропин хорионический,gonadotropin_khorionicheskiy
1824,887,Вакцина для профилактики вирусного гепатита В,vaktsina_dlya_profilaktiki_virusnogo_gepatita_v
1826,1818,Сульбутиамин,sulbutiamin
1828,704,Дезлоратадин,dezloratadin
1830,1760,Рокурония бромид,rokuroniya_bromid
1832,1709,Полидоканол,polidokanol
1835,2048,Эхинацеи узколистной экстракт,ekhinatsei_uzkolistnoy_ekstrakt
1836,767,Флутамид,flutamid
1843,885,Иммуноглобулин человека антирезус Rho (D),immunoglobulin_cheloveka_antirezus_rho_d
1846,1376,"Кальций, Магний, Цинк, Колекальциферол",kaltsiy_magniy_tsink_kolekaltsiferol
1854,1519,Марены красильной экстр.,mareny_krasilnoy_ekstr
1856,587,Кальция добезилат,kaltsiya_dobezilat
1858,1450,Крушины кора,krushiny_kora
1866,1363,"Календула, Мята, Пижма, Ромашка, Тысячелистник",kalendula_myata_pizhma_romashka_tysyachelistnik
1868,1364,"Календулы лек цветки, Мяты переч листья, Толокнянки обык листья, Укропа плоды, Элеутерококка корневища",kalenduly_lek_tsvetki_myaty_perech_listya_toloknyanki_obyk_listya_ukropa_plody_eleuterokokka_kornevishcha
1869,1109,"Валериана, Мята, Пустырник, Солодка, Хмель",valeriana_myata_pustyrnik_solodka_khmel
1870,1108,"Валериана, Донник, Душица, Чабрец, Пустырник",valeriana_donnik_dushitsa_chabrets_pustyrnik
1876,1674,Пегинтерферон Альфа-2B,peginterferon_alfa_2b
1877,612,Иматиниб,imatinib
1878,155,Цефтриаксон,tseftriakson
1891,141,Цетиризин,tsetirizin
1901,1775,"Салициловая кислота, Бензойная кислота, Яблочная кислота",salitsilovaya_kislota_benzoynaya_kislota_yablochnaya_kislota
1903,1171,Гидроксиэтилцеллюлоза,gidroksietiltsellyuloza
1908,1492,"Калия гидрокарбонат, Лимонная кислота, Натрия цитрат",kaliya_gidrokarbonat_limonnaya_kislota_natriya_tsitrat
1910,786,Оксибупрокаин,oksibuprokain
1913,2546,"Кофеин, Напроксен, Салициламид",kofein_naproksen_salitsilamid
1914,354,Меропенем,meropenem
1917,1936,Фосфомицин,fosfomitsin
1922,158,Хлоргексидин,khlorgeksidin
1925,686,Линезолид,linezolid
1929,378,"Бетаметазон, Гентамицин, Клотримазол",betametazon_gentamitsin_klotrimazol
1933,265,"Багульника побеги, Календулы цветки, Мяты листья, Ромашки цветки, Фиалки трава, Солодка корни",bagulnika_pobegi_kalenduly_tsvetki_myaty_listya_romashki_tsvetki_fialki_trava_solodka_korni
1937,393,Мометазон,mometazon
1942,419,Варфарин,varfarin
1947,840,"Бифидобактерии бифидум, Лизоцим",bifidobakterii_bifidum_lizotsim
1949,1789,Серебра протеинат,serebra_proteinat
1950,212,Эзомепразол,ezomeprazol
1955,286,Десмопрессин,desmopressin
1959,2160,"Алгелдрат, Магния гидроксид, Симетикон",algeldrat_magniya_gidroksid_simetikon
1962,1676,Пентагидроксиэтилнафтохинон,pentagidroksietilnaftokhinon
1964,1085,Бринзоламид,brinzolamid
1965,490,"Поливитамины, Прочие препараты",polivitaminy_prochie_preparaty
1969,1264,"Диэтиламина салицилат, Эсцин",dietilamina_salitsilat_estsin
1970,1964,Цефиксим,tsefiksim
1977,883,Вакцина для профилактики герпетических инфекций,vaktsina_dlya_profilaktiki_gerpeticheskikh_infektsiy
1978,102,Миноксидил,minoksidil
1987,572,Гидроталцит,gidrotaltsit
1994,2008,"Гидрохлоротиазид, Эналаприл",gidrokhlorotiazid_enalapril
1996,1038,"Грибковая диастаза, папаин, симетико, уг.актив, никотинамид",gribkovaya_diastaza_papain_simetiko_ug_aktiv_nikotinamid
1997,1997,Эксеместан,eksemestan
1999,1404,Картофеля побегов экстр.,kartofelya_pobegov_ekstr
2003,1879,Трастузумаб,trastuzumab
2004,1736,Пэгинтерферон альфа-2a (40 кДа),peginterferon_alfa_2a_40_kda
2005,194,Эпоэтин бета,epoetin_beta
2008,889,Тилорон,tiloron
2009,1701,Подорожника большого листьев экстракт,podorozhnika_bolshogo_listev_ekstrakt
2012,789,Дакарбазин,dakarbazin
2014,2015,Эптифибатид,eptifibatid
2015,565,Карбоплатин,karboplatin
2020,1134,Вода Адриатического моря с натуральными микроэлементами,voda_adriaticheskogo_morya_s_naturalnymi_mikroelementami
2021,1771,Сабельника экстракт,sabelnika_ekstrakt
2022,442,"Глицирризиновая кислота, Фосфолипиды",glitsirrizinovaya_kislota_fosfolipidy
2024,1220,Девясила корневища с корнями,devyasila_kornevishcha_s_kornyami
2025,1636,Ольхи соплодия,olkhi_soplodiya
2045,564,Калия йодид,kaliya_yodid
2048,1486,"Лидокаин, Хлоргексидин",lidokain_khlorgeksidin
2050,1408,"Кетоконазол, Пиритион цинк",ketokonazol_pirition_tsink
2057,630,"Атенолол, Хлорталидон",atenolol_khlortalidon
2060,21,Гопантеновая кислота,gopantenovaya_kislota
2061,1312,"Имбирь, Солодки голой, Эмблики лек., Рацементол",imbir_solodki_goloy_embliki_lek_ratsementol
2065,69,"Альфа-Глутамил, Триптофан, Аскорбиновая кислота, Бендазол",alfa_glutamil_triptofan_askorbinovaya_kislota_bendazol
2068,647,"Этинилэстрадиол, Диеногест",etinilestradiol_dienogest
2072,1015,Ацеклофенак,atseklofenak
2087,1282,Железа протеинсукцинилат,zheleza_proteinsuktsinilat
2091,1470,"Латанопрост, Тимолол",latanoprost_timolol
2094,660,"Дифенгидрамин, Нафазолин, Цинка сульфат",difengidramin_nafazolin_tsinka_sulfat
2096,1986,Череды трава,cheredy_trava
2104,1223,Дезогестрел,dezogestrel
2105,1858,"Эвкалипта прутовидного листьев масло, Рацементол",evkalipta_prutovidnogo_listev_maslo_ratsementol
2108,667,"Альфакальцидол, Кальция карбонат",alfakaltsidol_kaltsiya_karbonat
2109,1928,Флувастатин,fluvastatin
2110,1210,Гриба Фузариум Биомасса,griba_fuzarium_biomassa
2111,683,Ипидакрин,ipidakrin
2116,18,Карведилол,karvedilol
2123,500,Левокарнитин,levokarnitin
2132,656,"Ацетилсалициловая кислота, Магния гидроксид",atsetilsalitsilovaya_kislota_magniya_gidroksid
2146,1613,Нафталанская нефть,naftalanskaya_neft
2149,605,"Амилметакрезол, Дихлорбензиловый спирт, Левоментол",amilmetakrezol_dikhlorbenzilovyy_spirt_levomentol
2151,1000,"Аскорбиновая к-та, Ацетилсалициловая к-та, Рутозид, Метамизол натрия, Кальция глюконат, Дифенгидроми",askorbinovaya_k_ta_atsetilsalitsilovaya_k_ta_rutozid_metamizol_natriya_kaltsiya_glyukonat_difengidromi
2152,244,Бактериофаг клебсиелл пневмонии,bakteriofag_klebsiell_pnevmonii
2158,1561,"Метронидазол, Миконазол",metronidazol_mikonazol
2165,383,Метформин,metformin
2167,8,Цисплатин,tsisplatin
2171,682,"Верапамил, Трандолаприл",verapamil_trandolapril
2180,1830,Тадалафил,tadalafil
2183,665,"Глюкозамин, Хондроитина сульфат",glyukozamin_khondroitina_sulfat
2189,1116,Варденафил,vardenafil
2193,261,Габапентин,gabapentin
2197,895,Йодофеназон,yodofenazon
2198,629,Эхинацеи пурпурной травы сок,ekhinatsei_purpurnoy_travy_sok
2200,1272,"Дротаверин, Кодеин, Парацетамол",drotaverin_kodein_paratsetamol
2206,105,"Дроспиренон, Этинилэстрадиол",drospirenon_etinilestradiol
2208,1533,Мелоксикам,meloksikam
2210,1683,Пимекролимус,pimekrolimus
2212,2042,Эфирных масел композиция,efirnykh_masel_kompozitsiya
2213,754,Валганцикловир,valgantsiklovir
2217,1481,Лефлуномид,leflunomid
2219,51,Аторвастатин,atorvastatin
2223,66,"Амоксициллин, Клавулановая кислота",amoksitsillin_klavulanovaya_kislota
2225,675,Бензоила пероксид,benzoila_peroksid
2227,2033,"Этинилэстрадиол, Хлормадинон",etinilestradiol_khlormadinon
2229,215,Бисопролол,bisoprolol
2232,1120,"Винпоцетин, Пирацетам",vinpotsetin_piratsetam
2246,1409,Пептидогликан кислый из ростков картофеля,peptidoglikan_kislyy_iz_rostkov_kartofelya
2247,1043,"Беклометазон, Клотримазол, Лидокаин, Хлорамфеникол",beklometazon_klotrimazol_lidokain_khloramfenikol
2250,343,Розувастатин,rozuvastatin
2258,1491,"Лизоцим, Пиридоксин",lizotsim_piridoksin
2259,633,"Гестоден, Этинилэстрадиол",gestoden_etinilestradiol
2264,2034,"Этинилэстрадиол, Этоногестрел",etinilestradiol_etonogestrel
2266,1219,Деанола ацеглумат,deanola_atseglumat
2267,1146,Ганиреликс,ganireliks
2273,1658,"Парацетамол, Аскорбиновая кислота, Рутозид, Дифенгидрамин, Кальция глюконат",paratsetamol_askorbinovaya_kislota_rutozid_difengidramin_kaltsiya_glyukonat
2275,1520,"Авокадо масло, соевых бобов масло",avokado_maslo_soevykh_bobov_maslo
2277,1443,,
2281,17,Метионил-глутамил-гистидил-фенилаланил-пролил-глицил-пролин,metionil_glutamil_gistidil_fenilalanil_prolil_glitsil_prolin
2285,280,"Парацетамол, Фенилэфрин, Фенирамин",paratsetamol_fenilefrin_feniramin
2288,269,Морская соль,morskaya_sol
2295,2024,Эсциталопрам,estsitalopram
2301,1141,Гадобутрол,gadobutrol
2306,727,Декскетопрофен,deksketoprofen
2307,721,Каспофунгин,kaspofungin
2309,62,Леветирацетам,levetiratsetam
2313,1862,Тиотропия бромид,tiotropiya_bromid
2315,687,Вакцина для профилактики клещевого энцефалита,vaktsina_dlya_profilaktiki_kleshchevogo_entsefalita
2316,1755,Ритонавир,ritonavir
2317,1959,Цетрореликс,tsetroreliks
2319,1934,Фондапаринукс натрия,fondaparinuks_natriya
2320,1580,"Мометазон, Салициловая кислота",mometazon_salitsilovaya_kislota
2321,1306,Идебенон,idebenon
2322,723,Левосимендан,levosimendan
2323,743,Инсулин аспарт двухфазный,insulin_aspart_dvukhfaznyy
2325,1490,"Лизиноприл, Гидрохлоротиазид",lizinopril_gidrokhlorotiazid
2327,958,Аминобензойная кислота,aminobenzoynaya_kislota
2341,1067,"Бетаметазон, Кальципотриол",betametazon_kaltsipotriol
2343,1880,Треонил-Глутамил-Лизил-Лизил-Аргинил-Аргинил-Глутамил-Треонил-Валил-Глутамил-Аргинил-Глутамил-Лизил-,treonil_glutamil_lizil_lizil_arginil_arginil_glutamil_treonil_valil_glutamil_arginil_glutamil_lizil
2344,1215,Даназол,danazol
2346,137,Сертаконазол,sertakonazol
2352,88,Оланзапин,olanzapin
2358,243,Золедроновая кислота,zoledronovaya_kislota
2373,160,Бикалутамид,bikalutamid
2374,111,Флупиртин,flupirtin
2387,928,"Аллантоин, Гепарин натрия, Лука репчатого луковиц экстракт",allantoin_geparin_natriya_luka_repchatogo_lukovits_ekstrakt
2393,355,"Гидрохлоротиазид, Лозартан",gidrokhlorotiazid_lozartan
2414,439,Албендазол,albendazol
2421,699,Митоксантрон,mitoksantron
2423,1339,"Интерферон Альфа-2b, Дифенгидрамин",interferon_alfa_2b_difengidramin
2431,1123,"Буфексамак, Висмута субгаллат, Титана диоксид, Лидокаин",bufeksamak_vismuta_subgallat_titana_dioksid_lidokain
2436,920,"Прополис, Молочко маточ пчел, Перга сушенная, Пыльца, Мед, Воск",propolis_molochko_matoch_pchel_perga_sushennaya_pyltsa_med_vosk
2450,1772,Сагетин,sagetin
2451,1164,Гидразина сульфат,gidrazina_sulfat
2456,125,Амисульприд,amisulprid
2459,949,Альфа-Глутамил-Триптофан,alfa_glutamil_triptofan
2460,1860,Тинидазол,tinidazol
2464,1950,"Декстрометорфан, Парацетамол, Фенилэфрин, Хлорфенамин",dekstrometorfan_paratsetamol_fenilefrin_khlorfenamin
2465,1873,Травопрост,travoprost
2471,2099,N-карбамоилметил-4-фенил-2-пирролидон,n_karbamoilmetil_4_fenil_2_pirrolidon
2477,764,Фуразидин,furazidin
2481,1993,Эзетимиб,ezetimib
2485,344,Левотироксин натрия,levotiroksin_natriya
2496,593,Инсулин аспарт,insulin_aspart
2499,861,Бензилдиметил 3-(миристоиламино) пропиламмоний хлорид моногидрат,benzildimetil_3_miristoilamino_propilammoniy_khlorid_monogidrat
2506,128,Азелаиновая кислота,azelainovaya_kislota
2509,301,Алендроновая кислота,alendronovaya_kislota
2511,1834,Таурин,taurin
2518,464,Цефоперазон,tsefoperazon
2524,668,Ромашки аптечной цветков экстр.,romashki_aptechnoy_tsvetkov_ekstr
2529,779,Порактант альфа,poraktant_alfa
2530,585,Суксаметония хлорид,suksametoniya_khlorid
2532,957,"Амилметакрезол, Дихлорбензиловый спирт, Лидокаин",amilmetakrezol_dikhlorbenzilovyy_spirt_lidokain
2534,988,Винограда красных листьев экстракт сухой,vinograda_krasnykh_listev_ekstrakt_sukhoy
2550,1979,Ципротерон,tsiproteron
2552,956,"Амилметакрезол, Дихлорбензиловый спирт",amilmetakrezol_dikhlorbenzilovyy_spirt
2553,50,"Лопинавир, Ритонавир",lopinavir_ritonavir
2560,1929,Флударабин,fludarabin
2568,1732,Проурокиназа,prourokinaza
2591,1340,"Бензокаин, Интерферон альфа-2b, Таурин",benzokain_interferon_alfa_2b_taurin
2605,752,Зипрасидон,ziprasidon
2607,673,Якорцев стелющихся травы экстр.,yakortsev_stelyushchikhsya_travy_ekstr
2609,30,"Кокарбоксилаза, Рибофлавин, Тиоктовая кислота",kokarboksilaza_riboflavin_tioktovaya_kislota
2617,1011,"Амлодипин, Атенолол",amlodipin_atenolol
2618,2062,"Вакцина для профилактики дифтерии, коклюша (бесклеточная) и столбняка",vaktsina_dlya_profilaktiki_difterii_koklyusha_beskletochnaya_i_stolbnyaka
2620,1274,Дулоксетин,duloksetin
2622,2110,"Индапамид, Эналаприл",indapamid_enalapril
2626,1629,"Норэлгестромин, Этинилэстрадиол",norelgestromin_etinilestradiol
2628,2004,Элетриптан,eletriptan
2630,1262,"Амилметакрезол, Дихлорбензиловый спирт ,  Аскорбиновая кислота",amilmetakrezol_dikhlorbenzilovyy_spirt_askorbinovaya_kislota
2631,369,"Тинидазол, Ципрофлоксацин",tinidazol_tsiprofloksatsin
2633,57,Левоцетиризин,levotsetirizin
2634,801,Диосмин,diosmin
2636,1334,"Интерферон альфа-2b ,  Ацикловир ,  Лидокаин",interferon_alfa_2b_atsiklovir_lidokain
2637,761,Вориконазол,vorikonazol
2641,1460,"Лактобактерии ацидофиллус, Бифидобактерии ВВ12",laktobakterii_atsidofillus_bifidobakterii_vv12
2653,2029,"Натрия гиалуронат, Алоэ вера сок,  глицерин",natriya_gialuronat_aloe_vera_sok_glitserin
2654,1231,"Натрия гиалуронат, Алоэ вера сок,  глицерин, препараты серы",natriya_gialuronat_aloe_vera_sok_glitserin_preparaty_sery
2657,790,"Дроспиренон, Эстрадиол",drospirenon_estradiol
2659,2391,"Телмисартан, Гидрохлоротиазид",telmisartan_gidrokhlorotiazid
2660,1161,Гиалуронат натрия,gialuronat_natriya
2677,436,Пиразинамид,pirazinamid
2687,991,Арабинопиранозилметил нитрозомочевина,arabinopiranozilmetil_nitrozomochevina
2688,2432,Триптофанил-аланил-глицил-глицил-аспартил-аланил-серил-глицил-глутаминовая кислота,triptofanil_alanil_glitsil_glitsil_aspartil_alanil_seril_glitsil_glutaminovaya_kislota
2689,766,Лутропин альфа,lutropin_alfa
2690,324,Хориогонадотропин альфа,khoriogonadotropin_alfa
2691,1757,Рифабутин,rifabutin
2692,1094,Бутоконазола нитрат,butokonazola_nitrat
2694,1882,"Трехмерный полиакриламид, би-дистиллированная вода, ионы серебра",trekhmernyy_poliakrilamid_bi_distillirovannaya_voda_iony_serebra
2695,932,Гилан (Hylan G-F 20),gilan_hylan_g_f_20
2698,540,Идарубицин,idarubitsin
2701,139,Дутастерид,dutasterid
2703,1555,Гамма-D-глутамил-D-триптофан,gamma_d_glutamil_d_triptofan
2705,1009,Аспарагиназа,asparaginaza
2713,2017,Эрготамин,ergotamin
2714,939,Аллоферон,alloferon
2720,737,Окскарбазепин,okskarbazepin
2724,787,Микофеноловая кислота,mikofenolovaya_kislota
2731,2105,Натрия гиалуронат,natriya_gialuronat
2732,798,Сехифенадин,sekhifenadin
2744,1812,Стронция ранелат,strontsiya_ranelat
2760,1040,Бевацизумаб,bevatsizumab
2763,413,Рамиприл,ramipril
2766,1653,Папайи млечный Сск,papayi_mlechnyy_ssk
2768,179,"Ацетилсалициловая кислота, Фенилэфрин, Хлорфенамин",atsetilsalitsilovaya_kislota_fenilefrin_khlorfenamin
2780,1162,Бовгиалуронидаза азоксимер,bovgialuronidaza_azoksimer
2781,1637,Омега-3 триглицериды [ЭПК/ДГК=1.2/1 - 90%],omega_3_triglitseridy_epk_dgk_1_2_1_90_
2785,592,Фозиноприл,fozinopril
2788,219,Гемифлоксацин,gemifloksatsin
2792,1383,"Кальция пантетотенат, Димеркапрол",kaltsiya_pantetotenat_dimerkaprol
2794,1735,Пэгастаргаза,pegastargaza
2795,1310,Изофлуран,izofluran
2799,1891,Убидекаренон,ubidekarenon
2803,1497,Лиофилизат сока и экстракта клубней цикламена европейского свежих,liofilizat_soka_i_ekstrakta_klubney_tsiklamena_evropeyskogo_svezhikh
2804,1822,Сульфатиазол серебра,sulfatiazol_serebra
2806,191,Венлафаксин,venlafaksin
2808,185,Инсулин детемир,insulin_detemir
2811,1305,Ивабрадин,ivabradin
2813,1309,Изоникотиноилгидразин железа сульфат,izonikotinoilgidrazin_zheleza_sulfat
2815,1077,Бортезомиб,bortezomib
2816,800,Гефитиниб,gefitinib
2817,838,Дезоксирибонуклеат натрия с железом комплекс,dezoksiribonukleat_natriya_s_zhelezom_kompleks
2819,1783,Севофлуран,sevofluran
2832,2154,Сиролимус,sirolimus
2833,213,Такролимус,takrolimus
2838,1791,Сертиндол,sertindol
2845,184,Апрепитант,aprepitant
2847,1301,Зофеноприл,zofenopril
2849,1803,Солифенацин,solifenatsin
2850,1832,Тамсулозин,tamsulozin
2852,353,Ибандроновая кислота,ibandronovaya_kislota
2854,1839,Тенектеплаза,tenekteplaza
2856,166,Ламотриджин,lamotridzhin
2864,621,Пропофол,propofol
2867,1218,Двуоксид кремния,dvuoksid_kremniya
2869,1976,Цинка бисвинилимидазола диацетат,tsinka_bisvinilimidazola_diatsetat
2870,268,Циклосерин,tsikloserin
2876,2022,Эртапенем,ertapenem
2878,1105,"Вакцина против вируса папилломы человека квадривалентная, рекомбинантная (типов 6, 11, 16, 18)",vaktsina_protiv_virusa_papillomy_cheloveka_kvadrivalentnaya_rekombinantnaya_tipov_6_11_16_18
